               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 169,            0.036749,            0.049099,                   0,             0.90224,               0.925,             0.96695,             0.43669,            0.041975,            0.052493,                   0,            0.005842,            0.005842,            0.005842
                 170,            0.041271,            0.048388,                   0,             0.90224,               0.925,             0.96695,             0.43669,            0.041975,            0.052493,                   0,           0.0058173,           0.0058173,           0.0058173
                 171,            0.038972,            0.058337,                   0,             0.91376,                0.95,             0.98742,             0.40711,            0.046494,             0.05247,                   0,           0.0057925,           0.0057925,           0.0057925
                 172,            0.041915,            0.045997,                   0,             0.91376,                0.95,             0.98742,             0.40711,            0.046494,             0.05247,                   0,           0.0057678,           0.0057678,           0.0057678
                 173,            0.041883,             0.05697,                   0,             0.87696,                0.95,             0.96838,             0.56655,            0.037956,            0.048239,                   0,            0.005743,            0.005743,            0.005743
                 174,            0.037157,            0.060405,                   0,             0.87696,                0.95,             0.96838,             0.56655,            0.037956,            0.048239,                   0,           0.0057183,           0.0057183,           0.0057183
                 175,            0.041235,            0.053587,                   0,             0.94356,               0.925,             0.96896,             0.38825,            0.047176,            0.051146,                   0,           0.0056935,           0.0056935,           0.0056935
                 176,            0.041503,            0.055232,                   0,             0.94356,               0.925,             0.96896,             0.38825,            0.047176,            0.051146,                   0,           0.0056688,           0.0056688,           0.0056688
                 177,            0.041892,            0.043189,                   0,             0.94806,             0.91286,             0.97434,             0.54699,             0.03938,             0.04748,                   0,            0.005644,            0.005644,            0.005644
                 178,            0.043691,            0.059132,                   0,             0.94806,             0.91286,             0.97434,             0.54699,             0.03938,             0.04748,                   0,           0.0056193,           0.0056193,           0.0056193
                 179,            0.039358,            0.049593,                   0,             0.98783,               0.925,             0.97761,             0.38013,            0.047034,            0.050922,                   0,           0.0055945,           0.0055945,           0.0055945
                 180,            0.041042,            0.051558,                   0,             0.98783,               0.925,             0.97761,             0.38013,            0.047034,            0.050922,                   0,           0.0055698,           0.0055698,           0.0055698
                 181,            0.040777,            0.056441,                   0,             0.94917,             0.93378,             0.97918,             0.53907,            0.036296,            0.047378,                   0,            0.005545,            0.005545,            0.005545
                 182,            0.039364,            0.047879,                   0,             0.94917,             0.93378,             0.97918,             0.53907,            0.036296,            0.047378,                   0,           0.0055202,           0.0055202,           0.0055202
                 183,            0.038867,            0.049205,                   0,             0.96316,               0.925,             0.97826,             0.39831,            0.047158,            0.050084,                   0,           0.0054955,           0.0054955,           0.0054955
                 184,            0.040266,            0.047063,                   0,             0.96316,               0.925,             0.97826,             0.39831,            0.047158,            0.050084,                   0,           0.0054707,           0.0054707,           0.0054707
                 185,            0.039629,            0.047648,                   0,             0.98392,               0.925,             0.99051,             0.57337,            0.036522,            0.046915,                   0,            0.005446,            0.005446,            0.005446
                 186,            0.033124,            0.050093,                   0,             0.98392,               0.925,             0.99051,             0.57337,            0.036522,            0.046915,                   0,           0.0054212,           0.0054212,           0.0054212
                 187,            0.037296,            0.060886,                   0,             0.93013,             0.99843,             0.99051,             0.48413,            0.040425,            0.048956,                   0,           0.0053965,           0.0053965,           0.0053965
                 188,            0.036286,            0.052416,                   0,             0.93013,             0.99843,             0.99051,             0.48413,            0.040425,            0.048956,                   0,           0.0053717,           0.0053717,           0.0053717
                 189,            0.037136,            0.038983,                   0,             0.95187,               0.925,             0.98709,             0.49943,            0.048333,            0.048506,                   0,            0.005347,            0.005347,            0.005347
                 190,            0.047789,            0.054016,                   0,             0.95187,               0.925,             0.98709,             0.49943,            0.048333,            0.048506,                   0,           0.0053223,           0.0053223,           0.0053223
                 191,            0.045786,            0.053808,                   0,             0.73421,               0.875,             0.86493,             0.35814,            0.041124,            0.047734,                   0,           0.0052975,           0.0052975,           0.0052975
                 192,            0.042038,            0.056288,                   0,             0.73421,               0.875,             0.86493,             0.35814,            0.041124,            0.047734,                   0,           0.0052727,           0.0052727,           0.0052727
                 193,            0.042534,             0.05253,                   0,             0.98064,                0.95,             0.99093,             0.47121,            0.045134,            0.046221,                   0,            0.005248,            0.005248,            0.005248
                 194,            0.041546,            0.052787,                   0,             0.98064,                0.95,             0.99093,             0.47121,            0.045134,            0.046221,                   0,           0.0052233,           0.0052233,           0.0052233
                 195,            0.042079,            0.059126,                   0,                   1,             0.96677,             0.99451,              0.4988,            0.039266,            0.046254,                   0,           0.0051985,           0.0051985,           0.0051985
                 196,            0.042196,            0.046988,                   0,                   1,             0.96677,             0.99451,              0.4988,            0.039266,            0.046254,                   0,           0.0051737,           0.0051737,           0.0051737
                 197,            0.042884,            0.052929,                   0,             0.97686,                0.95,             0.97803,              0.4555,            0.045759,            0.046022,                   0,            0.005149,            0.005149,            0.005149
                 198,            0.047375,            0.067114,                   0,             0.97686,                0.95,             0.97803,              0.4555,            0.045759,            0.046022,                   0,           0.0051243,           0.0051243,           0.0051243
                 199,            0.042353,             0.04289,                   0,             0.98093,               0.925,             0.98847,             0.55808,            0.035836,            0.044165,                   0,           0.0050995,           0.0050995,           0.0050995
                 200,            0.037513,            0.061138,                   0,             0.98093,               0.925,             0.98847,             0.55808,            0.035836,            0.044165,                   0,           0.0050747,           0.0050747,           0.0050747
                 201,            0.034799,            0.057719,                   0,              0.9696,                0.95,             0.99172,             0.47805,            0.041125,            0.046557,                   0,             0.00505,             0.00505,             0.00505
                 202,            0.041516,            0.043393,                   0,              0.9696,                0.95,             0.99172,             0.47805,            0.041125,            0.046557,                   0,           0.0050253,           0.0050253,           0.0050253
                 203,            0.040989,            0.042504,                   0,             0.97437,             0.95027,             0.99058,             0.48454,            0.039703,            0.045275,                   0,           0.0050005,           0.0050005,           0.0050005
                 204,            0.036663,            0.056566,                   0,             0.97437,             0.95027,             0.99058,             0.48454,            0.039703,            0.045275,                   0,           0.0049758,           0.0049758,           0.0049758
                 205,            0.037951,            0.048305,                   0,                   1,              0.9623,             0.99405,             0.56086,            0.035731,            0.044917,                   0,            0.004951,            0.004951,            0.004951
                 206,            0.036766,            0.059982,                   0,                   1,              0.9623,             0.99405,             0.56086,            0.035731,            0.044917,                   0,           0.0049263,           0.0049263,           0.0049263
                 207,            0.036671,            0.045464,                   0,             0.96037,                   1,             0.99378,             0.44826,            0.042262,             0.04572,                   0,           0.0049015,           0.0049015,           0.0049015
                 208,            0.037794,            0.049851,                   0,             0.96037,                   1,             0.99378,             0.44826,            0.042262,             0.04572,                   0,           0.0048768,           0.0048768,           0.0048768
                 209,            0.039615,             0.05563,                   0,             0.95155,                   1,              0.9928,             0.56244,            0.036896,             0.04385,                   0,            0.004852,            0.004852,            0.004852
                 210,            0.036618,            0.051156,                   0,             0.95155,                   1,              0.9928,             0.56244,            0.036896,             0.04385,                   0,           0.0048272,           0.0048272,           0.0048272
                 211,            0.041588,            0.054658,                   0,             0.98859,                   1,               0.995,             0.51615,            0.036752,            0.044575,                   0,           0.0048025,           0.0048025,           0.0048025
                 212,            0.037745,            0.048579,                   0,             0.98859,                   1,               0.995,             0.51615,            0.036752,            0.044575,                   0,           0.0047778,           0.0047778,           0.0047778
                 213,             0.03821,            0.051294,                   0,             0.99701,                   1,               0.995,             0.54438,             0.03616,            0.044499,                   0,            0.004753,            0.004753,            0.004753
                 214,             0.04312,            0.050685,                   0,             0.99701,                   1,               0.995,             0.54438,             0.03616,            0.044499,                   0,           0.0047283,           0.0047283,           0.0047283
                 215,            0.038357,            0.061299,                   0,                   1,             0.99311,               0.995,             0.51462,            0.039657,            0.044253,                   0,           0.0047035,           0.0047035,           0.0047035
                 216,            0.044493,             0.05746,                   0,                   1,             0.99311,               0.995,             0.51462,            0.039657,            0.044253,                   0,           0.0046788,           0.0046788,           0.0046788
                 217,            0.042191,            0.052617,                   0,             0.99125,                   1,               0.995,             0.60309,            0.033659,            0.043286,                   0,            0.004654,            0.004654,            0.004654
                 218,            0.036929,             0.04731,                   0,             0.99125,                   1,               0.995,             0.60309,            0.033659,            0.043286,                   0,           0.0046293,           0.0046293,           0.0046293
                 219,            0.032252,             0.05485,                   0,             0.99103,                   1,               0.995,             0.62902,            0.031763,            0.042805,                   0,           0.0046045,           0.0046045,           0.0046045
                 220,             0.03229,            0.053176,                   0,             0.99103,                   1,               0.995,             0.62902,            0.031763,            0.042805,                   0,           0.0045798,           0.0045798,           0.0045798
                 221,            0.031941,            0.051285,                   0,             0.98229,                   1,               0.995,             0.61043,            0.032584,            0.043059,                   0,            0.004555,            0.004555,            0.004555
                 222,            0.030023,            0.051276,                   0,             0.98229,                   1,               0.995,             0.61043,            0.032584,            0.043059,                   0,           0.0045303,           0.0045303,           0.0045303
                 223,            0.033645,            0.049889,                   0,             0.96095,                   1,             0.99329,             0.56189,             0.03279,            0.043588,                   0,           0.0045055,           0.0045055,           0.0045055
                 224,            0.033712,             0.05167,                   0,             0.96095,                   1,             0.99329,             0.56189,             0.03279,            0.043588,                   0,           0.0044808,           0.0044808,           0.0044808
                 225,              0.0305,            0.044423,                   0,             0.93999,                   1,              0.9928,             0.54699,            0.035231,            0.044157,                   0,            0.004456,            0.004456,            0.004456
                 226,            0.032311,            0.052127,                   0,             0.93999,                   1,              0.9928,             0.54699,            0.035231,            0.044157,                   0,           0.0044313,           0.0044313,           0.0044313
                 227,             0.03024,            0.053804,                   0,             0.93871,                   1,             0.99088,             0.57598,            0.034592,            0.044282,                   0,           0.0044065,           0.0044065,           0.0044065
                 228,            0.031575,            0.044521,                   0,             0.93871,                   1,             0.99088,             0.57598,            0.034592,            0.044282,                   0,           0.0043818,           0.0043818,           0.0043818
                 229,            0.031287,            0.041287,                   0,             0.96458,                   1,             0.99329,             0.58557,            0.034226,            0.043894,                   0,            0.004357,            0.004357,            0.004357
                 230,            0.032975,            0.049575,                   0,             0.96458,                   1,             0.99329,             0.58557,            0.034226,            0.043894,                   0,           0.0043323,           0.0043323,           0.0043323
                 231,            0.032026,            0.046737,                   0,             0.95176,             0.98668,              0.9928,             0.50754,            0.037999,            0.045539,                   0,           0.0043075,           0.0043075,           0.0043075
                 232,            0.038426,            0.056681,                   0,             0.95176,             0.98668,              0.9928,             0.50754,            0.037999,            0.045539,                   0,           0.0042828,           0.0042828,           0.0042828
                 233,            0.038026,            0.049386,                   0,             0.96924,               0.975,              0.9916,             0.58434,            0.033456,            0.044009,                   0,            0.004258,            0.004258,            0.004258
                 234,            0.032218,            0.050354,                   0,             0.96924,               0.975,              0.9916,             0.58434,            0.033456,            0.044009,                   0,           0.0042333,           0.0042333,           0.0042333
                 235,            0.034901,            0.053405,                   0,             0.97333,               0.925,             0.98605,             0.52538,            0.036192,            0.044453,                   0,           0.0042085,           0.0042085,           0.0042085
                 236,            0.036791,            0.056397,                   0,             0.97333,               0.925,             0.98605,             0.52538,            0.036192,            0.044453,                   0,           0.0041837,           0.0041837,           0.0041837
                 237,            0.032763,            0.047605,                   0,             0.97324,             0.90929,             0.98773,             0.60497,            0.033356,             0.04379,                   0,            0.004159,            0.004159,            0.004159
                 238,             0.03171,            0.049638,                   0,             0.97324,             0.90929,             0.98773,             0.60497,            0.033356,             0.04379,                   0,           0.0041342,           0.0041342,           0.0041342
                 239,            0.034811,            0.060804,                   0,             0.95893,                   1,             0.99329,             0.62188,            0.032025,            0.042991,                   0,           0.0041095,           0.0041095,           0.0041095
                 240,            0.032358,            0.055735,                   0,             0.95893,                   1,             0.99329,             0.62188,            0.032025,            0.042991,                   0,           0.0040847,           0.0040847,           0.0040847
                 241,            0.031223,             0.04314,                   0,                   1,             0.98945,               0.995,             0.60837,            0.032363,            0.042875,                   0,             0.00406,             0.00406,             0.00406
                 242,            0.035352,            0.042474,                   0,                   1,             0.98945,               0.995,             0.60837,            0.032363,            0.042875,                   0,           0.0040352,           0.0040352,           0.0040352
                 243,            0.031113,            0.048214,                   0,             0.98968,               0.975,             0.99451,             0.66389,            0.031432,            0.042291,                   0,           0.0040105,           0.0040105,           0.0040105
                 244,            0.032111,            0.049794,                   0,             0.98968,               0.975,             0.99451,             0.66389,            0.031432,            0.042291,                   0,           0.0039857,           0.0039857,           0.0039857
                 245,             0.03214,             0.04818,                   0,             0.97522,             0.98419,             0.99451,             0.51922,             0.03657,            0.043673,                   0,            0.003961,            0.003961,            0.003961
                 246,            0.037802,             0.05591,                   0,             0.97522,             0.98419,             0.99451,             0.51922,             0.03657,            0.043673,                   0,           0.0039362,           0.0039362,           0.0039362
                 247,            0.033653,            0.053306,                   0,             0.98125,               0.975,             0.99451,             0.65309,            0.031289,            0.041857,                   0,           0.0039115,           0.0039115,           0.0039115
                 248,            0.033029,            0.045432,                   0,             0.98125,               0.975,             0.99451,             0.65309,            0.031289,            0.041857,                   0,           0.0038867,           0.0038867,           0.0038867
                 249,            0.035599,             0.04853,                   0,             0.99629,                   1,               0.995,             0.55756,            0.035124,            0.043517,                   0,            0.003862,            0.003862,            0.003862
                 250,             0.03366,            0.048559,                   0,             0.99629,                   1,               0.995,             0.55756,            0.035124,            0.043517,                   0,           0.0038372,           0.0038372,           0.0038372
                 251,            0.031937,            0.042892,                   0,                   1,             0.99745,               0.995,              0.5734,            0.031787,              0.0429,                   0,           0.0038125,           0.0038125,           0.0038125
                 252,            0.031305,             0.05384,                   0,                   1,             0.99745,               0.995,              0.5734,            0.031787,              0.0429,                   0,           0.0037878,           0.0037878,           0.0037878
                 253,            0.029627,            0.037283,                   0,                   1,             0.99365,               0.995,             0.62544,            0.032372,            0.042628,                   0,            0.003763,            0.003763,            0.003763
                 254,            0.031332,            0.049517,                   0,                   1,             0.99365,               0.995,             0.62544,            0.032372,            0.042628,                   0,           0.0037383,           0.0037383,           0.0037383
                 255,            0.032966,            0.056032,                   0,             0.99508,                   1,               0.995,             0.62528,            0.030822,             0.04209,                   0,           0.0037135,           0.0037135,           0.0037135
                 256,            0.031051,            0.047938,                   0,             0.99508,                   1,               0.995,             0.62528,            0.030822,             0.04209,                   0,           0.0036888,           0.0036888,           0.0036888
                 257,            0.031351,            0.046284,                   0,             0.97127,                   1,             0.99134,             0.54736,            0.035582,            0.043917,                   0,            0.003664,            0.003664,            0.003664
                 258,            0.033517,            0.049606,                   0,             0.97127,                   1,             0.99134,             0.54736,            0.035582,            0.043917,                   0,           0.0036393,           0.0036393,           0.0036393
                 259,            0.031503,            0.055298,                   0,             0.99446,                   1,               0.995,             0.63153,            0.030222,            0.041987,                   0,           0.0036145,           0.0036145,           0.0036145
                 260,            0.029153,             0.04608,                   0,             0.99446,                   1,               0.995,             0.63153,            0.030222,            0.041987,                   0,           0.0035898,           0.0035898,           0.0035898
                 261,            0.033096,            0.051802,                   0,             0.97154,                   1,             0.99134,             0.62513,            0.031131,            0.042693,                   0,            0.003565,            0.003565,            0.003565
                 262,            0.030583,            0.047898,                   0,             0.97154,                   1,             0.99134,             0.62513,            0.031131,            0.042693,                   0,           0.0035403,           0.0035403,           0.0035403
                 263,            0.030423,            0.051769,                   0,             0.99576,                   1,               0.995,             0.55049,              0.0338,            0.043921,                   0,           0.0035155,           0.0035155,           0.0035155
                 264,            0.032361,            0.046172,                   0,             0.99576,                   1,               0.995,             0.55049,              0.0338,            0.043921,                   0,           0.0034908,           0.0034908,           0.0034908
                 265,            0.029393,            0.046975,                   0,             0.99255,                   1,               0.995,             0.58924,            0.034155,            0.043626,                   0,            0.003466,            0.003466,            0.003466
                 266,            0.026845,            0.038002,                   0,             0.99255,                   1,               0.995,             0.58924,            0.034155,            0.043626,                   0,           0.0034413,           0.0034413,           0.0034413
                 267,            0.031486,            0.050642,                   0,             0.98843,                   1,               0.995,             0.64567,            0.030609,            0.042317,                   0,           0.0034165,           0.0034165,           0.0034165
                 268,             0.03093,             0.05543,                   0,             0.98843,                   1,               0.995,             0.64567,            0.030609,            0.042317,                   0,           0.0033918,           0.0033918,           0.0033918
                 269,             0.02951,            0.046893,                   0,                   1,             0.99649,               0.995,             0.60525,            0.032856,            0.042515,                   0,            0.003367,            0.003367,            0.003367
                 270,             0.03301,            0.056835,                   0,                   1,             0.99649,               0.995,             0.60525,            0.032856,            0.042515,                   0,           0.0033423,           0.0033423,           0.0033423
                 271,            0.033012,             0.04977,                   0,             0.97499,                   1,             0.99378,              0.6389,            0.030116,            0.041643,                   0,           0.0033175,           0.0033175,           0.0033175
                 272,            0.030829,             0.04232,                   0,             0.97499,                   1,             0.99378,              0.6389,            0.030116,            0.041643,                   0,           0.0032928,           0.0032928,           0.0032928
                 273,            0.030825,            0.051796,                   0,             0.96523,                   1,             0.99329,             0.56162,             0.03268,            0.042629,                   0,            0.003268,            0.003268,            0.003268
                 274,            0.029602,            0.051311,                   0,             0.96523,                   1,             0.99329,             0.56162,             0.03268,            0.042629,                   0,           0.0032433,           0.0032433,           0.0032433
                 275,            0.032768,            0.036601,                   0,             0.96865,                   1,             0.99378,             0.62828,            0.029584,            0.041801,                   0,           0.0032185,           0.0032185,           0.0032185
                 276,            0.031584,            0.048693,                   0,             0.96865,                   1,             0.99378,             0.62828,            0.029584,            0.041801,                   0,           0.0031938,           0.0031938,           0.0031938
                 277,            0.029673,            0.044409,                   0,              0.9721,                   1,             0.99378,             0.63433,             0.02976,            0.042133,                   0,            0.003169,            0.003169,            0.003169
                 278,            0.031155,            0.038698,                   0,              0.9721,                   1,             0.99378,             0.63433,             0.02976,            0.042133,                   0,           0.0031443,           0.0031443,           0.0031443
                 279,            0.028881,             0.05817,                   0,             0.97535,                   1,             0.99378,             0.63798,            0.029624,            0.042033,                   0,           0.0031195,           0.0031195,           0.0031195
                 280,            0.031384,            0.045078,                   0,             0.97535,                   1,             0.99378,             0.63798,            0.029624,            0.042033,                   0,           0.0030948,           0.0030948,           0.0030948
                 281,            0.028126,            0.042846,                   0,             0.96957,                   1,             0.99378,             0.61554,            0.031307,            0.042545,                   0,             0.00307,             0.00307,             0.00307
                 282,            0.031247,            0.051415,                   0,             0.96957,                   1,             0.99378,             0.61554,            0.031307,            0.042545,                   0,           0.0030452,           0.0030452,           0.0030452
                 283,            0.031411,            0.038855,                   0,             0.97551,             0.99606,             0.99451,             0.61821,            0.033128,            0.043076,                   0,           0.0030205,           0.0030205,           0.0030205
                 284,            0.029896,            0.051345,                   0,             0.97551,             0.99606,             0.99451,             0.61821,            0.033128,            0.043076,                   0,           0.0029957,           0.0029957,           0.0029957
                 285,             0.03324,            0.041597,                   0,             0.97159,                   1,             0.99451,             0.62623,            0.030161,            0.042448,                   0,            0.002971,            0.002971,            0.002971
                 286,            0.034159,            0.058327,                   0,             0.97159,                   1,             0.99451,             0.62623,            0.030161,            0.042448,                   0,           0.0029462,           0.0029462,           0.0029462
                 287,             0.02963,            0.049151,                   0,             0.97519,             0.98299,             0.99378,             0.60403,            0.030778,            0.042848,                   0,           0.0029215,           0.0029215,           0.0029215
                 288,            0.031283,            0.042536,                   0,             0.97519,             0.98299,             0.99378,             0.60403,            0.030778,            0.042848,                   0,           0.0028967,           0.0028967,           0.0028967
                 289,            0.032155,            0.039522,                   0,             0.95123,               0.975,             0.99405,             0.59997,            0.031584,            0.042868,                   0,            0.002872,            0.002872,            0.002872
                 290,            0.030246,            0.039675,                   0,             0.95123,               0.975,             0.99405,             0.59997,            0.031584,            0.042868,                   0,           0.0028472,           0.0028472,           0.0028472
                 291,             0.02954,              0.0519,                   0,             0.94343,                   1,             0.99167,             0.59369,            0.031087,            0.042643,                   0,           0.0028225,           0.0028225,           0.0028225
                 292,            0.031052,            0.051615,                   0,             0.94343,                   1,             0.99167,             0.59369,            0.031087,            0.042643,                   0,           0.0027977,           0.0027977,           0.0027977
                 293,            0.029032,            0.045927,                   0,             0.96436,                   1,             0.99378,             0.61416,             0.03094,            0.042435,                   0,            0.002773,            0.002773,            0.002773
                 294,            0.029632,            0.045411,                   0,             0.96436,                   1,             0.99378,             0.61416,             0.03094,            0.042435,                   0,           0.0027482,           0.0027482,           0.0027482
                 295,            0.029205,            0.046979,                   0,             0.97314,                   1,             0.99451,             0.60921,             0.03043,             0.04196,                   0,           0.0027235,           0.0027235,           0.0027235
                 296,            0.029165,            0.042478,                   0,             0.97314,                   1,             0.99451,             0.60921,             0.03043,             0.04196,                   0,           0.0026987,           0.0026987,           0.0026987
                 297,            0.028614,            0.042367,                   0,             0.96359,                   1,             0.99378,             0.60484,            0.031554,             0.04241,                   0,            0.002674,            0.002674,            0.002674
                 298,            0.028941,             0.04287,                   0,             0.96359,                   1,             0.99378,             0.60484,            0.031554,             0.04241,                   0,           0.0026492,           0.0026492,           0.0026492
                 299,            0.028623,            0.053674,                   0,                   1,             0.96845,               0.995,             0.59334,            0.030727,             0.04208,                   0,           0.0026245,           0.0026245,           0.0026245
                 300,            0.031659,             0.05392,                   0,                   1,             0.96845,               0.995,             0.59334,            0.030727,             0.04208,                   0,           0.0025997,           0.0025997,           0.0025997
                 301,            0.027518,            0.046273,                   0,                   1,             0.97005,             0.99451,             0.62348,            0.030374,            0.041652,                   0,            0.002575,            0.002575,            0.002575
                 302,            0.029609,            0.047571,                   0,                   1,             0.97005,             0.99451,             0.62348,            0.030374,            0.041652,                   0,           0.0025503,           0.0025503,           0.0025503
                 303,            0.030017,            0.047521,                   0,                   1,             0.97289,             0.99451,             0.61705,             0.03043,            0.041642,                   0,           0.0025255,           0.0025255,           0.0025255
                 304,            0.029067,            0.044373,                   0,                   1,             0.97289,             0.99451,             0.61705,             0.03043,            0.041642,                   0,           0.0025008,           0.0025008,           0.0025008
                 305,            0.032538,            0.042488,                   0,             0.99528,                   1,               0.995,             0.62037,            0.031324,            0.041887,                   0,            0.002476,            0.002476,            0.002476
                 306,            0.030461,             0.03754,                   0,             0.99528,                   1,               0.995,             0.62037,            0.031324,            0.041887,                   0,           0.0024513,           0.0024513,           0.0024513
                 307,            0.030803,            0.049707,                   0,             0.99195,                   1,               0.995,             0.60542,            0.031358,            0.041935,                   0,           0.0024265,           0.0024265,           0.0024265
                 308,            0.029418,            0.052733,                   0,             0.99195,                   1,               0.995,             0.60542,            0.031358,            0.041935,                   0,           0.0024018,           0.0024018,           0.0024018
                 309,            0.029848,            0.054319,                   0,             0.99313,                   1,               0.995,             0.62144,            0.030438,            0.041362,                   0,            0.002377,            0.002377,            0.002377
                 310,            0.027519,            0.047367,                   0,             0.99313,                   1,               0.995,             0.62144,            0.030438,            0.041362,                   0,           0.0023523,           0.0023523,           0.0023523
                 311,            0.029581,             0.05245,                   0,             0.99463,                   1,               0.995,             0.60249,            0.031542,            0.041909,                   0,           0.0023275,           0.0023275,           0.0023275
                 312,             0.02991,            0.051408,                   0,             0.99463,                   1,               0.995,             0.60249,            0.031542,            0.041909,                   0,           0.0023028,           0.0023028,           0.0023028
                 313,            0.032386,            0.043339,                   0,                   1,             0.97026,               0.995,             0.63067,            0.031632,            0.041958,                   0,            0.002278,            0.002278,            0.002278
                 314,            0.027641,            0.038661,                   0,                   1,             0.97026,               0.995,             0.63067,            0.031632,            0.041958,                   0,           0.0022533,           0.0022533,           0.0022533
                 315,            0.029605,            0.043244,                   0,             0.96213,                   1,             0.99378,             0.62086,            0.032205,            0.042184,                   0,           0.0022285,           0.0022285,           0.0022285
                 316,            0.032005,            0.049256,                   0,             0.96213,                   1,             0.99378,             0.62086,            0.032205,            0.042184,                   0,           0.0022038,           0.0022038,           0.0022038
                 317,            0.030913,            0.046197,                   0,             0.96401,                   1,             0.99378,             0.60719,            0.032907,            0.042765,                   0,            0.002179,            0.002179,            0.002179
                 318,            0.027844,            0.045603,                   0,             0.96401,                   1,             0.99378,             0.60719,            0.032907,            0.042765,                   0,           0.0021543,           0.0021543,           0.0021543
                 319,             0.03052,            0.051582,                   0,             0.97034,                   1,             0.99451,             0.54027,            0.034918,             0.04376,                   0,           0.0021295,           0.0021295,           0.0021295
                 320,            0.030048,            0.044742,                   0,             0.97034,                   1,             0.99451,             0.54027,            0.034918,             0.04376,                   0,           0.0021048,           0.0021048,           0.0021048
                 321,            0.029104,            0.039051,                   0,             0.98954,                   1,               0.995,               0.567,            0.032926,            0.043582,                   0,             0.00208,             0.00208,             0.00208
                 322,            0.029673,            0.054513,                   0,             0.98954,                   1,               0.995,               0.567,            0.032926,            0.043582,                   0,           0.0020553,           0.0020553,           0.0020553
                 323,            0.028942,            0.046766,                   0,                   1,             0.99026,               0.995,             0.63333,            0.030053,            0.042625,                   0,           0.0020305,           0.0020305,           0.0020305
                 324,            0.032912,            0.059049,                   0,                   1,             0.99026,               0.995,             0.63333,            0.030053,            0.042625,                   0,           0.0020058,           0.0020058,           0.0020058
                 325,            0.030777,            0.047503,                   0,                   1,             0.99106,               0.995,             0.61221,            0.031942,            0.043101,                   0,            0.001981,            0.001981,            0.001981
                 326,            0.027164,            0.051073,                   0,                   1,             0.99106,               0.995,             0.61221,            0.031942,            0.043101,                   0,           0.0019563,           0.0019563,           0.0019563
                 327,            0.028382,            0.043278,                   0,                   1,             0.99522,               0.995,             0.60655,            0.031909,            0.043027,                   0,           0.0019315,           0.0019315,           0.0019315
                 328,            0.028046,            0.055115,                   0,                   1,             0.99522,               0.995,             0.60655,            0.031909,            0.043027,                   0,           0.0019068,           0.0019068,           0.0019068
                 329,            0.028987,            0.044131,                   0,             0.97254,                   1,             0.99451,             0.59808,            0.032343,            0.043233,                   0,            0.001882,            0.001882,            0.001882
                 330,            0.027176,            0.043398,                   0,             0.97254,                   1,             0.99451,             0.59808,            0.032343,            0.043233,                   0,           0.0018572,           0.0018572,           0.0018572
                 331,            0.028779,            0.049578,                   0,             0.97262,                   1,             0.99451,             0.56274,            0.032633,            0.043214,                   0,           0.0018325,           0.0018325,           0.0018325
                 332,            0.027144,            0.050796,                   0,             0.97262,                   1,             0.99451,             0.56274,            0.032633,            0.043214,                   0,           0.0018077,           0.0018077,           0.0018077
                 333,            0.027466,            0.041616,                   0,             0.97332,                   1,             0.99451,             0.60977,            0.031465,            0.042637,                   0,            0.001783,            0.001783,            0.001783
                 334,            0.030639,            0.052773,                   0,             0.97332,                   1,             0.99451,             0.60977,            0.031465,            0.042637,                   0,           0.0017582,           0.0017582,           0.0017582
                 335,            0.030915,            0.050956,                   0,             0.97558,             0.99866,             0.99451,             0.63163,            0.031643,            0.042556,                   0,           0.0017335,           0.0017335,           0.0017335
                 336,            0.028342,            0.051148,                   0,             0.97558,             0.99866,             0.99451,             0.63163,            0.031643,            0.042556,                   0,           0.0017087,           0.0017087,           0.0017087
                 337,            0.028393,            0.053429,                   0,             0.97549,             0.99497,             0.99451,             0.61875,            0.031381,            0.042702,                   0,            0.001684,            0.001684,            0.001684
                 338,            0.031125,            0.047663,                   0,             0.97549,             0.99497,             0.99451,             0.61875,            0.031381,            0.042702,                   0,           0.0016592,           0.0016592,           0.0016592
                 339,             0.03006,            0.054731,                   0,             0.97524,             0.98499,             0.99451,             0.63995,            0.030856,            0.042556,                   0,           0.0016345,           0.0016345,           0.0016345
                 340,            0.027636,            0.048722,                   0,             0.97524,             0.98499,             0.99451,             0.63995,            0.030856,            0.042556,                   0,           0.0016097,           0.0016097,           0.0016097
                 341,            0.028865,            0.056728,                   0,             0.97522,             0.98413,             0.99451,             0.61789,            0.030825,            0.042566,                   0,            0.001585,            0.001585,            0.001585
                 342,            0.029679,            0.043478,                   0,             0.97522,             0.98413,             0.99451,             0.61789,            0.030825,            0.042566,                   0,           0.0015602,           0.0015602,           0.0015602
                 343,            0.031019,            0.047074,                   0,             0.97252,                   1,             0.99451,             0.64956,            0.030135,            0.042105,                   0,           0.0015355,           0.0015355,           0.0015355
                 344,            0.029249,            0.052111,                   0,             0.97252,                   1,             0.99451,             0.64956,            0.030135,            0.042105,                   0,           0.0015107,           0.0015107,           0.0015107
